FIPS,FOODINSEC_10_12,FOODINSEC_13_15,VLFOODSEC_10_12,VLFOODSEC_13_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11
29117,20.9,20.8,6.9,7.9,8.3,9.0
29119,20.9,20.8,6.9,7.9,8.3,9.0
29121,20.9,20.8,6.9,7.9,8.3,9.0
29123,20.9,20.8,6.9,7.9,8.3,9.0
29125,20.9,20.8,6.9,7.9,8.3,9.0
29127,20.9,20.8,6.9,7.9,8.3,9.0
29129,20.9,20.8,6.9,7.9,8.3,9.0
29131,20.9,20.8,6.9,7.9,8.3,9.0
29133,20.9,20.8,6.9,7.9,8.3,9.0
29135,20.9,20.8,6.9,7.9,8.3,9.0
29137,20.9,20.8,6.9,7.9,8.3,9.0
29139,20.9,20.8,6.9,7.9,8.3,9.0
29141,20.9,20.8,6.9,7.9,8.3,9.0
29143,20.9,20.8,6.9,7.9,8.3,9.0
29145,20.9,20.8,6.9,7.9,8.3,9.0
29147,20.9,20.8,6.9,7.9,8.3,9.0
29149,20.9,20.8,6.9,7.9,8.3,9.0
29151,20.9,20.8,6.9,7.9,8.3,9.0
29153,20.9,20.8,6.9,7.9,8.3,9.0
29155,20.9,20.8,6.9,7.9,8.3,9.0
29157,20.9,20.8,6.9,7.9,8.3,9.0
29159,20.9,20.8,6.9,7.9,8.3,9.0
29161,20.9,20.8,6.9,7.9,8.3,9.0
29163,20.9,20.8,6.9,7.9,8.3,9.0
29165,20.9,20.8,6.9,7.9,8.3,9.0
29167,20.9,20.8,6.9,7.9,8.3,9.0
29169,20.9,20.8,6.9,7.9,8.3,9.0
29171,20.9,20.8,6.9,7.9,8.3,9.0
29173,20.9,20.8,6.9,7.9,8.3,9.0
29175,20.9,20.8,6.9,7.9,8.3,9.0
29177,20.9,20.8,6.9,7.9,8.3,9.0
29179,20.9,20.8,6.9,7.9,8.3,9.0
29181,20.9,20.8,6.9,7.9,8.3,9.0
29183,20.9,20.8,6.9,7.9,8.3,9.0
29185,20.9,20.8,6.9,7.9,8.3,9.0
29186,20.9,20.8,6.9,7.9,8.3,9.0
29187,20.9,20.8,6.9,7.9,8.3,9.0
29189,20.9,20.8,6.9,7.9,8.3,9.0
29195,20.9,20.8,6.9,7.9,8.3,9.0
29197,20.9,20.8,6.9,7.9,8.3,9.0
29199,20.9,20.8,6.9,7.9,8.3,9.0
29201,20.9,20.8,6.9,7.9,8.3,9.0
29203,20.9,20.8,6.9,7.9,8.3,9.0
29205,20.9,20.8,6.9,7.9,8.3,9.0
29207,20.9,20.8,6.9,7.9,8.3,9.0
29209,20.9,20.8,6.9,7.9,8.3,9.0
29211,20.9,20.8,6.9,7.9,8.3,9.0
29213,20.9,20.8,6.9,7.9,8.3,9.0
29215,20.9,20.8,6.9,7.9,8.3,9.0
29217,20.9,20.8,6.9,7.9,8.3,9.0
29219,20.9,20.8,6.9,7.9,8.3,9.0
29221,20.9,20.8,6.9,7.9,8.3,9.0
29223,20.9,20.8,6.9,7.9,8.3,9.0
29225,20.9,20.8,6.9,7.9,8.3,9.0
29227,20.9,20.8,6.9,7.9,8.3,9.0
29229,20.9,20.8,6.9,7.9,8.3,9.0
29510,20.9,20.8,6.9,7.9,8.3,9.0
30001,14.1,12.2,5.6,5.6,8.4,9.0
30003,14.1,12.2,5.6,5.6,8.4,9.0
30005,14.1,12.2,5.6,5.6,8.4,9.0
30007,14.1,12.2,5.6,5.6,8.4,9.0
30009,14.1,12.2,5.6,5.6,8.4,9.0
30011,14.1,12.2,5.6,5.6,8.4,9.0
30013,14.1,12.2,5.6,5.6,8.4,9.0
30015,14.1,12.2,5.6,5.6,8.4,9.0
30017,14.1,12.2,5.6,5.6,8.4,9.0
30019,14.1,12.2,5.6,5.6,8.4,9.0
30021,14.1,12.2,5.6,5.6,8.4,9.0
30023,14.1,12.2,5.6,5.6,8.4,9.0
30025,14.1,12.2,5.6,5.6,8.4,9.0
30027,14.1,12.2,5.6,5.6,8.4,9.0
30029,14.1,12.2,5.6,5.6,8.4,9.0
30031,14.1,12.2,5.6,5.6,8.4,9.0
30033,14.1,12.2,5.6,5.6,8.4,9.0
30035,14.1,12.2,5.6,5.6,8.4,9.0
30037,14.1,12.2,5.6,5.6,8.4,9.0
30039,14.1,12.2,5.6,5.6,8.4,9.0
30041,14.1,12.2,5.6,5.6,8.4,9.0
30043,14.1,12.2,5.6,5.6,8.4,9.0
30045,14.1,12.2,5.6,5.6,8.4,9.0
30047,14.1,12.2,5.6,5.6,8.4,9.0
30049,14.1,12.2,5.6,5.6,8.4,9.0
30051,14.1,12.2,5.6,5.6,8.4,9.0
30053,14.1,12.2,5.6,5.6,8.4,9.0
30055,14.1,12.2,5.6,5.6,8.4,9.0
30057,14.1,12.2,5.6,5.6,8.4,9.0
30059,14.1,12.2,5.6,5.6,8.4,9.0
30061,14.1,12.2,5.6,5.6,8.4,9.0
30063,14.1,12.2,5.6,5.6,8.4,9.0
30065,14.1,12.2,5.6,5.6,8.4,9.0
30067,14.1,12.2,5.6,5.6,8.4,9.0
30069,14.1,12.2,5.6,5.6,8.4,9.0
30071,14.1,12.2,5.6,5.6,8.4,9.0
30073,14.1,12.2,5.6,5.6,8.4,9.0
30075,14.1,12.2,5.6,5.6,8.4,9.0
30077,14.1,12.2,5.6,5.6,8.4,9.0
30079,14.1,12.2,5.6,5.6,8.4,9.0
30081,14.1,12.2,5.6,5.6,8.4,9.0
30083,14.1,12.2,5.6,5.6,8.4,9.0
30085,14.1,12.2,5.6,5.6,8.4,9.0
30087,14.1,12.2,5.6,5.6,8.4,9.0
30089,14.1,12.2,5.6,5.6,8.4,9.0
30091,14.1,12.2,5.6,5.6,8.4,9.0
30093,14.1,12.2,5.6,5.6,8.4,9.0
30095,14.1,12.2,5.6,5.6,8.4,9.0
30097,14.1,12.2,5.6,5.6,8.4,9.0
30099,14.1,12.2,5.6,5.6,8.4,9.0
30101,14.1,12.2,5.6,5.6,8.4,9.0
30103,14.1,12.2,5.6,5.6,8.4,9.0
30105,14.1,12.2,5.6,5.6,8.4,9.0
30107,14.1,12.2,5.6,5.6,8.4,9.0
30109,14.1,12.2,5.6,5.6,8.4,9.0
30111,14.1,12.2,5.6,5.6,8.4,9.0
31001,17.0,15.9,5.5,6.2,7.3,8.1
31003,17.0,15.9,5.5,6.2,7.3,8.1
31005,17.0,15.9,5.5,6.2,7.3,8.1
31007,17.0,15.9,5.5,6.2,7.3,8.1
31009,17.0,15.9,5.5,6.2,7.3,8.1
31011,17.0,15.9,5.5,6.2,7.3,8.1
31013,17.0,15.9,5.5,6.2,7.3,8.1
31015,17.0,15.9,5.5,6.2,7.3,8.1
31017,17.0,15.9,5.5,6.2,7.3,8.1
31019,17.0,15.9,5.5,6.2,7.3,8.1
31021,17.0,15.9,5.5,6.2,7.3,8.1
31023,17.0,15.9,5.5,6.2,7.3,8.1
31025,17.0,15.9,5.5,6.2,7.3,8.1
31027,17.0,15.9,5.5,6.2,7.3,8.1
31029,17.0,15.9,5.5,6.2,7.3,8.1
31031,17.0,15.9,5.5,6.2,7.3,8.1
31033,17.0,15.9,5.5,6.2,7.3,8.1
31035,17.0,15.9,5.5,6.2,7.3,8.1
31037,17.0,15.9,5.5,6.2,7.3,8.1
31039,17.0,15.9,5.5,6.2,7.3,8.1
31041,17.0,15.9,5.5,6.2,7.3,8.1
31043,17.0,15.9,5.5,6.2,7.3,8.1
31045,17.0,15.9,5.5,6.2,7.3,8.1
31047,17.0,15.9,5.5,6.2,7.3,8.1
31049,17.0,15.9,5.5,6.2,7.3,8.1
31051,17.0,15.9,5.5,6.2,7.3,8.1
31053,17.0,15.9,5.5,6.2,7.3,8.1
31055,17.0,15.9,5.5,6.2,7.3,8.1
31057,17.0,15.9,5.5,6.2,7.3,8.1
31059,17.0,15.9,5.5,6.2,7.3,8.1
31061,17.0,15.9,5.5,6.2,7.3,8.1
31063,17.0,15.9,5.5,6.2,7.3,8.1
31065,17.0,15.9,5.5,6.2,7.3,8.1
31067,17.0,15.9,5.5,6.2,7.3,8.1
31069,17.0,15.9,5.5,6.2,7.3,8.1
31071,17.0,15.9,5.5,6.2,7.3,8.1
31073,17.0,15.9,5.5,6.2,7.3,8.1
31075,17.0,15.9,5.5,6.2,7.3,8.1
31077,17.0,15.9,5.5,6.2,7.3,8.1
31079,17.0,15.9,5.5,6.2,7.3,8.1
31081,17.0,15.9,5.5,6.2,7.3,8.1
31083,17.0,15.9,5.5,6.2,7.3,8.1
31085,17.0,15.9,5.5,6.2,7.3,8.1
31087,17.0,15.9,5.5,6.2,7.3,8.1
31089,17.0,15.9,5.5,6.2,7.3,8.1
31091,17.0,15.9,5.5,6.2,7.3,8.1
31093,17.0,15.9,5.5,6.2,7.3,8.1
31095,17.0,15.9,5.5,6.2,7.3,8.1
31097,17.0,15.9,5.5,6.2,7.3,8.1
31099,17.0,15.9,5.5,6.2,7.3,8.1
31101,17.0,15.9,5.5,6.2,7.3,8.1
31103,17.0,15.9,5.5,6.2,7.3,8.1
31105,17.0,15.9,5.5,6.2,7.3,8.1
31107,17.0,15.9,5.5,6.2,7.3,8.1
31109,17.0,15.9,5.5,6.2,7.3,8.1
31111,17.0,15.9,5.5,6.2,7.3,8.1
31113,17.0,15.9,5.5,6.2,7.3,8.1
31115,17.0,15.9,5.5,6.2,7.3,8.1
31117,17.0,15.9,5.5,6.2,7.3,8.1
31119,17.0,15.9,5.5,6.2,7.3,8.1
31121,17.0,15.9,5.5,6.2,7.3,8.1
31123,17.0,15.9,5.5,6.2,7.3,8.1
31125,17.0,15.9,5.5,6.2,7.3,8.1
31127,17.0,15.9,5.5,6.2,7.3,8.1
31129,17.0,15.9,5.5,6.2,7.3,8.1
31131,17.0,15.9,5.5,6.2,7.3,8.1
31133,17.0,15.9,5.5,6.2,7.3,8.1
31135,17.0,15.9,5.5,6.2,7.3,8.1
31137,17.0,15.9,5.5,6.2,7.3,8.1
31139,17.0,15.9,5.5,6.2,7.3,8.1
31141,17.0,15.9,5.5,6.2,7.3,8.1
31143,17.0,15.9,5.5,6.2,7.3,8.1
31145,17.0,15.9,5.5,6.2,7.3,8.1
31147,17.0,15.9,5.5,6.2,7.3,8.1
31149,17.0,15.9,5.5,6.2,7.3,8.1
31151,17.0,15.9,5.5,6.2,7.3,8.1
31153,17.0,15.9,5.5,6.2,7.3,8.1
31155,17.0,15.9,5.5,6.2,7.3,8.1
31157,17.0,15.9,5.5,6.2,7.3,8.1
31159,17.0,15.9,5.5,6.2,7.3,8.1
31161,17.0,15.9,5.5,6.2,7.3,8.1
31163,17.0,15.9,5.5,6.2,7.3,8.1
31165,17.0,15.9,5.5,6.2,7.3,8.1
31167,17.0,15.9,5.5,6.2,7.3,8.1
31169,17.0,15.9,5.5,6.2,7.3,8.1
31171,17.0,15.9,5.5,6.2,7.3,8.1
31173,17.0,15.9,5.5,6.2,7.3,8.1
31175,17.0,15.9,5.5,6.2,7.3,8.1
31177,17.0,15.9,5.5,6.2,7.3,8.1
31179,17.0,15.9,5.5,6.2,7.3,8.1
31181,17.0,15.9,5.5,6.2,7.3,8.1
31183,17.0,15.9,5.5,6.2,7.3,8.1
31185,17.0,15.9,5.5,6.2,7.3,8.1
32001,8.7,8.5,3.4,2.9,8.6,9.5
32003,8.7,8.5,3.4,2.9,8.6,9.5
32005,8.7,8.5,3.4,2.9,8.6,9.5
32007,8.7,8.5,3.4,2.9,8.6,9.5
32009,8.7,8.5,3.4,2.9,8.6,9.5
32011,8.7,8.5,3.4,2.9,8.6,9.5
32013,8.7,8.5,3.4,2.9,8.6,9.5
32015,8.7,8.5,3.4,2.9,8.6,9.5
32017,8.7,8.5,3.4,2.9,8.6,9.5
32019,8.7,8.5,3.4,2.9,8.6,9.5
32021,8.7,8.5,3.4,2.9,8.6,9.5
32023,8.7,8.5,3.4,2.9,8.6,9.5
32027,8.7,8.5,3.4,2.9,8.6,9.5
32029,8.7,8.5,3.4,2.9,8.6,9.5
32031,8.7,8.5,3.4,2.9,8.6,9.5
32033,8.7,8.5,3.4,2.9,8.6,9.5
32510,8.7,8.5,3.4,2.9,8.6,9.5
33001,13.4,14.8,5.0,5.6,4.8,5.1
33003,13.4,14.8,5.0,5.6,4.8,5.1
33005,13.4,14.8,5.0,5.6,4.8,5.1
33007,13.4,14.8,5.0,5.6,4.8,5.1
33009,13.4,14.8,5.0,5.6,4.8,5.1
33011,13.4,14.8,5.0,5.6,4.8,5.1
33013,13.4,14.8,5.0,5.6,4.8,5.1
33015,13.4,14.8,5.0,5.6,4.8,5.1
33017,13.4,14.8,5.0,5.6,4.8,5.1
33019,13.4,14.8,5.0,5.6,4.8,5.1
34001,9.9,10.1,4.3,4.3,6.9,7.4
34003,9.9,10.1,4.3,4.3,6.9,7.4
34005,9.9,10.1,4.3,4.3,6.9,7.4
34007,9.9,10.1,4.3,4.3,6.9,7.4
34009,9.9,10.1,4.3,4.3,6.9,7.4
34011,9.9,10.1,4.3,4.3,6.9,7.4
34013,9.9,10.1,4.3,4.3,6.9,7.4
34015,9.9,10.1,4.3,4.3,6.9,7.4
34017,9.9,10.1,4.3,4.3,6.9,7.4
34019,9.9,10.1,4.3,4.3,6.9,7.4
34021,9.9,10.1,4.3,4.3,6.9,7.4
34023,9.9,10.1,4.3,4.3,6.9,7.4
34025,9.9,10.1,4.3,4.3,6.9,7.4
34027,9.9,10.1,4.3,4.3,6.9,7.4
34029,9.9,10.1,4.3,4.3,6.9,7.4
34031,9.9,10.1,4.3,4.3,6.9,7.4
34033,9.9,10.1,4.3,4.3,6.9,7.4
34035,9.9,10.1,4.3,4.3,6.9,7.4
34037,9.9,10.1,4.3,4.3,6.9,7.4
34039,9.9,10.1,4.3,4.3,6.9,7.4
34041,9.9,10.1,4.3,4.3,6.9,7.4
35001,12.1,11.1,4.6,4.7,12.4,12.4
35003,12.1,11.1,4.6,4.7,12.4,12.4
35005,12.1,11.1,4.6,4.7,12.4,12.4
35006,12.1,11.1,4.6,4.7,12.4,12.4
35007,12.1,11.1,4.6,4.7,12.4,12.4
35009,12.1,11.1,4.6,4.7,12.4,12.4
35011,12.1,11.1,4.6,4.7,12.4,12.4
35013,12.1,11.1,4.6,4.7,12.4,12.4
35015,12.1,11.1,4.6,4.7,12.4,12.4
35017,12.1,11.1,4.6,4.7,12.4,12.4
35019,12.1,11.1,4.6,4.7,12.4,12.4
35021,12.1,11.1,4.6,4.7,12.4,12.4
35023,12.1,11.1,4.6,4.7,12.4,12.4
35025,12.1,11.1,4.6,4.7,12.4,12.4
35027,12.1,11.1,4.6,4.7,12.4,12.4
35028,12.1,11.1,4.6,4.7,12.4,12.4
35029,12.1,11.1,4.6,4.7,12.4,12.4
35031,12.1,11.1,4.6,4.7,12.4,12.4
35033,12.1,11.1,4.6,4.7,12.4,12.4
35035,12.1,11.1,4.6,4.7,12.4,12.4
35037,12.1,11.1,4.6,4.7,12.4,12.4
35039,12.1,11.1,4.6,4.7,12.4,12.4
35041,12.1,11.1,4.6,4.7,12.4,12.4
35043,12.1,11.1,4.6,4.7,12.4,12.4
35045,12.1,11.1,4.6,4.7,12.4,12.4
35047,12.1,11.1,4.6,4.7,12.4,12.4
35049,12.1,11.1,4.6,4.7,12.4,12.4
35051,12.1,11.1,4.6,4.7,12.4,12.4
35053,12.1,11.1,4.6,4.7,12.4,12.4
35055,12.1,11.1,4.6,4.7,12.4,12.4
35057,12.1,11.1,4.6,4.7,12.4,12.4
35059,12.1,11.1,4.6,4.7,12.4,12.4
35061,12.1,11.1,4.6,4.7,12.4,12.4
36001,15.2,14.4,5.9,5.7,8.0,9.5
36003,15.2,14.4,5.9,5.7,8.0,9.5
36005,15.2,14.4,5.9,5.7,8.0,9.5
36007,15.2,14.4,5.9,5.7,8.0,9.5
36009,15.2,14.4,5.9,5.7,8.0,9.5
36011,15.2,14.4,5.9,5.7,8.0,9.5
36013,15.2,14.4,5.9,5.7,8.0,9.5
36015,15.2,14.4,5.9,5.7,8.0,9.5
36017,15.2,14.4,5.9,5.7,8.0,9.5
36019,15.2,14.4,5.9,5.7,8.0,9.5
36021,15.2,14.4,5.9,5.7,8.0,9.5
36023,15.2,14.4,5.9,5.7,8.0,9.5
36025,15.2,14.4,5.9,5.7,8.0,9.5
36027,15.2,14.4,5.9,5.7,8.0,9.5
36029,15.2,14.4,5.9,5.7,8.0,9.5
36031,15.2,14.4,5.9,5.7,8.0,9.5
36033,15.2,14.4,5.9,5.7,8.0,9.5
36035,15.2,14.4,5.9,5.7,8.0,9.5
36037,15.2,14.4,5.9,5.7,8.0,9.5
36039,15.2,14.4,5.9,5.7,8.0,9.5
36041,15.2,14.4,5.9,5.7,8.0,9.5
36043,15.2,14.4,5.9,5.7,8.0,9.5
36045,15.2,14.4,5.9,5.7,8.0,9.5
36047,15.2,14.4,5.9,5.7,8.0,9.5
36049,15.2,14.4,5.9,5.7,8.0,9.5
36051,15.2,14.4,5.9,5.7,8.0,9.5
36053,15.2,14.4,5.9,5.7,8.0,9.5
36055,15.2,14.4,5.9,5.7,8.0,9.5
36057,15.2,14.4,5.9,5.7,8.0,9.5
36059,15.2,14.4,5.9,5.7,8.0,9.5
36061,15.2,14.4,5.9,5.7,8.0,9.5
36063,15.2,14.4,5.9,5.7,8.0,9.5
36065,15.2,14.4,5.9,5.7,8.0,9.5
36067,15.2,14.4,5.9,5.7,8.0,9.5
36069,15.2,14.4,5.9,5.7,8.0,9.5
36071,15.2,14.4,5.9,5.7,8.0,9.5
36073,15.2,14.4,5.9,5.7,8.0,9.5
36075,15.2,14.4,5.9,5.7,8.0,9.5
36077,15.2,14.4,5.9,5.7,8.0,9.5
36079,15.2,14.4,5.9,5.7,8.0,9.5
36081,15.2,14.4,5.9,5.7,8.0,9.5
36083,15.2,14.4,5.9,5.7,8.0,9.5
36085,15.2,14.4,5.9,5.7,8.0,9.5
36087,15.2,14.4,5.9,5.7,8.0,9.5
36089,15.2,14.4,5.9,5.7,8.0,9.5
36091,15.2,14.4,5.9,5.7,8.0,9.5
36093,15.2,14.4,5.9,5.7,8.0,9.5
36095,15.2,14.4,5.9,5.7,8.0,9.5
36097,15.2,14.4,5.9,5.7,8.0,9.5
36099,15.2,14.4,5.9,5.7,8.0,9.5
36101,15.2,14.4,5.9,5.7,8.0,9.5
36103,15.2,14.4,5.9,5.7,8.0,9.5
36105,15.2,14.4,5.9,5.7,8.0,9.5
36107,15.2,14.4,5.9,5.7,8.0,9.5
36109,15.2,14.4,5.9,5.7,8.0,9.5
36111,15.2,14.4,5.9,5.7,8.0,9.5
36113,15.2,14.4,5.9,5.7,8.0,9.5
36115,15.2,14.4,5.9,5.7,8.0,9.5
36117,15.2,14.4,5.9,5.7,8.0,9.5
36119,15.2,14.4,5.9,5.7,8.0,9.5
36121,15.2,14.4,5.9,5.7,8.0,9.5
36123,15.2,14.4,5.9,5.7,8.0,9.5
37001,16.6,14.2,6.7,5.6,10.0,10.2
37003,16.6,14.2,6.7,5.6,10.0,10.2
37005,16.6,14.2,6.7,5.6,10.0,10.2
37007,16.6,14.2,6.7,5.6,10.0,10.2
37009,16.6,14.2,6.7,5.6,10.0,10.2
37011,16.6,14.2,6.7,5.6,10.0,10.2
37013,16.6,14.2,6.7,5.6,10.0,10.2
37015,16.6,14.2,6.7,5.6,10.0,10.2
37017,16.6,14.2,6.7,5.6,10.0,10.2
37019,16.6,14.2,6.7,5.6,10.0,10.2
37021,16.6,14.2,6.7,5.6,10.0,10.2
37023,16.6,14.2,6.7,5.6,10.0,10.2
37025,16.6,14.2,6.7,5.6,10.0,10.2
37027,16.6,14.2,6.7,5.6,10.0,10.2
37029,16.6,14.2,6.7,5.6,10.0,10.2
37031,16.6,14.2,6.7,5.6,10.0,10.2
37033,16.6,14.2,6.7,5.6,10.0,10.2
37035,16.6,14.2,6.7,5.6,10.0,10.2
37037,16.6,14.2,6.7,5.6,10.0,10.2
37039,16.6,14.2,6.7,5.6,10.0,10.2
37041,16.6,14.2,6.7,5.6,10.0,10.2
37043,16.6,14.2,6.7,5.6,10.0,10.2
37045,16.6,14.2,6.7,5.6,10.0,10.2
37047,16.6,14.2,6.7,5.6,10.0,10.2
37049,16.6,14.2,6.7,5.6,10.0,10.2
37051,16.6,14.2,6.7,5.6,10.0,10.2
37053,16.6,14.2,6.7,5.6,10.0,10.2
37055,16.6,14.2,6.7,5.6,10.0,10.2
37057,16.6,14.2,6.7,5.6,10.0,10.2
37059,16.6,14.2,6.7,5.6,10.0,10.2
37061,16.6,14.2,6.7,5.6,10.0,10.2
37063,16.6,14.2,6.7,5.6,10.0,10.2
37065,16.6,14.2,6.7,5.6,10.0,10.2
37067,16.6,14.2,6.7,5.6,10.0,10.2
37069,16.6,14.2,6.7,5.6,10.0,10.2
37071,16.6,14.2,6.7,5.6,10.0,10.2
37073,16.6,14.2,6.7,5.6,10.0,10.2
37075,16.6,14.2,6.7,5.6,10.0,10.2
37077,16.6,14.2,6.7,5.6,10.0,10.2
37079,16.6,14.2,6.7,5.6,10.0,10.2
37081,16.6,14.2,6.7,5.6,10.0,10.2
37083,16.6,14.2,6.7,5.6,10.0,10.2
37085,16.6,14.2,6.7,5.6,10.0,10.2
37087,16.6,14.2,6.7,5.6,10.0,10.2
37089,16.6,14.2,6.7,5.6,10.0,10.2
37091,16.6,14.2,6.7,5.6,10.0,10.2
37093,16.6,14.2,6.7,5.6,10.0,10.2
37095,16.6,14.2,6.7,5.6,10.0,10.2
37097,16.6,14.2,6.7,5.6,10.0,10.2
37099,16.6,14.2,6.7,5.6,10.0,10.2
37101,16.6,14.2,6.7,5.6,10.0,10.2
37103,16.6,14.2,6.7,5.6,10.0,10.2
37105,16.6,14.2,6.7,5.6,10.0,10.2
37107,16.6,14.2,6.7,5.6,10.0,10.2
37109,16.6,14.2,6.7,5.6,10.0,10.2
37111,16.6,14.2,6.7,5.6,10.0,10.2
37113,16.6,14.2,6.7,5.6,10.0,10.2
37115,16.6,14.2,6.7,5.6,10.0,10.2
37117,16.6,14.2,6.7,5.6,10.0,10.2
37119,16.6,14.2,6.7,5.6,10.0,10.2
37121,16.6,14.2,6.7,5.6,10.0,10.2
37123,16.6,14.2,6.7,5.6,10.0,10.2
37125,16.6,14.2,6.7,5.6,10.0,10.2
37127,16.6,14.2,6.7,5.6,10.0,10.2
37129,16.6,14.2,6.7,5.6,10.0,10.2
37131,16.6,14.2,6.7,5.6,10.0,10.2
37133,16.6,14.2,6.7,5.6,10.0,10.2
37135,16.6,14.2,6.7,5.6,10.0,10.2
37137,16.6,14.2,6.7,5.6,10.0,10.2
37139,16.6,14.2,6.7,5.6,10.0,10.2
37141,16.6,14.2,6.7,5.6,10.0,10.2
37143,16.6,14.2,6.7,5.6,10.0,10.2
37145,16.6,14.2,6.7,5.6,10.0,10.2
37147,16.6,14.2,6.7,5.6,10.0,10.2
37149,16.6,14.2,6.7,5.6,10.0,10.2
37151,16.6,14.2,6.7,5.6,10.0,10.2
37153,16.6,14.2,6.7,5.6,10.0,10.2
37155,16.6,14.2,6.7,5.6,10.0,10.2
37157,16.6,14.2,6.7,5.6,10.0,10.2
37159,16.6,14.2,6.7,5.6,10.0,10.2
37161,16.6,14.2,6.7,5.6,10.0,10.2
37163,16.6,14.2,6.7,5.6,10.0,10.2
37165,16.6,14.2,6.7,5.6,10.0,10.2
37167,16.6,14.2,6.7,5.6,10.0,10.2
37169,16.6,14.2,6.7,5.6,10.0,10.2
37171,16.6,14.2,6.7,5.6,10.0,10.2
37173,16.6,14.2,6.7,5.6,10.0,10.2
37175,16.6,14.2,6.7,5.6,10.0,10.2
37177,16.6,14.2,6.7,5.6,10.0,10.2
37179,16.6,14.2,6.7,5.6,10.0,10.2
37181,16.6,14.2,6.7,5.6,10.0,10.2
37183,16.6,14.2,6.7,5.6,10.0,10.2
37185,16.6,14.2,6.7,5.6,10.0,10.2
37187,16.6,14.2,6.7,5.6,10.0,10.2
37189,16.6,14.2,6.7,5.6,10.0,10.2
37191,16.6,14.2,6.7,5.6,10.0,10.2
37193,16.6,14.2,6.7,5.6,10.0,10.2
37195,16.6,14.2,6.7,5.6,10.0,10.2
37197,16.6,14.2,6.7,5.6,10.0,10.2
37199,16.6,14.2,6.7,5.6,10.0,10.2
38001,13.2,14.1,5.0,4.9,5.3,5.8
38003,13.2,14.1,5.0,4.9,5.3,5.8
38005,13.2,14.1,5.0,4.9,5.3,5.8
38007,13.2,14.1,5.0,4.9,5.3,5.8
38009,13.2,14.1,5.0,4.9,5.3,5.8
38011,13.2,14.1,5.0,4.9,5.3,5.8
38013,13.2,14.1,5.0,4.9,5.3,5.8
38015,13.2,14.1,5.0,4.9,5.3,5.8
38017,13.2,14.1,5.0,4.9,5.3,5.8
38019,13.2,14.1,5.0,4.9,5.3,5.8
38021,13.2,14.1,5.0,4.9,5.3,5.8
38023,13.2,14.1,5.0,4.9,5.3,5.8
38025,13.2,14.1,5.0,4.9,5.3,5.8
38027,13.2,14.1,5.0,4.9,5.3,5.8
38029,13.2,14.1,5.0,4.9,5.3,5.8
38031,13.2,14.1,5.0,4.9,5.3,5.8
38033,13.2,14.1,5.0,4.9,5.3,5.8
38035,13.2,14.1,5.0,4.9,5.3,5.8
38037,13.2,14.1,5.0,4.9,5.3,5.8
38039,13.2,14.1,5.0,4.9,5.3,5.8
38041,13.2,14.1,5.0,4.9,5.3,5.8
38043,13.2,14.1,5.0,4.9,5.3,5.8
38045,13.2,14.1,5.0,4.9,5.3,5.8
38047,13.2,14.1,5.0,4.9,5.3,5.8
38049,13.2,14.1,5.0,4.9,5.3,5.8
38051,13.2,14.1,5.0,4.9,5.3,5.8
38053,13.2,14.1,5.0,4.9,5.3,5.8
38055,13.2,14.1,5.0,4.9,5.3,5.8
38057,13.2,14.1,5.0,4.9,5.3,5.8
38059,13.2,14.1,5.0,4.9,5.3,5.8
38061,13.2,14.1,5.0,4.9,5.3,5.8
38063,13.2,14.1,5.0,4.9,5.3,5.8
38065,13.2,14.1,5.0,4.9,5.3,5.8
38067,13.2,14.1,5.0,4.9,5.3,5.8
38069,13.2,14.1,5.0,4.9,5.3,5.8
38071,13.2,14.1,5.0,4.9,5.3,5.8
38073,13.2,14.1,5.0,4.9,5.3,5.8
38075,13.2,14.1,5.0,4.9,5.3,5.8
38077,13.2,14.1,5.0,4.9,5.3,5.8
38079,13.2,14.1,5.0,4.9,5.3,5.8
38081,13.2,14.1,5.0,4.9,5.3,5.8
38083,13.2,14.1,5.0,4.9,5.3,5.8
38085,13.2,14.1,5.0,4.9,5.3,5.8
38087,13.2,14.1,5.0,4.9,5.3,5.8
38089,13.2,14.1,5.0,4.9,5.3,5.8
38091,13.2,14.1,5.0,4.9,5.3,5.8
38093,13.2,14.1,5.0,4.9,5.3,5.8
38095,13.2,14.1,5.0,4.9,5.3,5.8
38097,13.2,14.1,5.0,4.9,5.3,5.8
38099,13.2,14.1,5.0,4.9,5.3,5.8
38101,13.2,14.1,5.0,4.9,5.3,5.8
38103,13.2,14.1,5.0,4.9,5.3,5.8
38105,13.2,14.1,5.0,4.9,5.3,5.8
39001,16.1,16.1,7.1,6.6,8.2,8.6
39003,16.1,16.1,7.1,6.6,8.2,8.6
39005,16.1,16.1,7.1,6.6,8.2,8.6
39007,16.1,16.1,7.1,6.6,8.2,8.6
39009,16.1,16.1,7.1,6.6,8.2,8.6
39011,16.1,16.1,7.1,6.6,8.2,8.6
39013,16.1,16.1,7.1,6.6,8.2,8.6
39015,16.1,16.1,7.1,6.6,8.2,8.6
39017,16.1,16.1,7.1,6.6,8.2,8.6
39019,16.1,16.1,7.1,6.6,8.2,8.6
39021,16.1,16.1,7.1,6.6,8.2,8.6
39023,16.1,16.1,7.1,6.6,8.2,8.6
39025,16.1,16.1,7.1,6.6,8.2,8.6
